tokenID,name,description,file_name,attributes[Species],attributes[Body],attributes[Beak],attributes[Beak Style],attributes[Eyes],attributes[Eye Style],attributes[Cheeks],attributes[Crest],attributes[Crest Color],attributes[Crown],attributes[Crown Color],attributes[Accessory]
221,Robingoose #221,Honk honk,goose_0221.png,Goose,Purple,Yellow,Open,Black,Solid,No,No,None,No,None,No
222,Robingoose #222,Honk honk,goose_0222.png,Goose,Orange,Yellow,Closed,Salmon,Two Tone,No,No,None,No,None,No
223,Robingoose #223,Honk honk,goose_0223.png,Goose,Salmon,Yellow,Closed,Black,Solid,No,Yes,Salmon,No,None,No
224,Robingoose #224,Honk honk,goose_0224.png,Goose,Yellow,Orange,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
225,Robingoose #225,Honk honk,goose_0225.png,Goose,Coral,Yellow,Open,Black,Solid,No,No,None,No,None,No
226,Robingoose #226,Honk honk,goose_0226.png,Goose,White,Yellow,Open,Purple,Two Tone,No,No,None,No,None,Yes
227,Robingoose #227,Honk honk,goose_0227.png,Goose,Red,Orange,Closed,Black,Solid,No,Yes,Purple,No,None,No
228,Robingoose #228,Honk honk,goose_0228.png,Goose,Purple,Orange,Open,Black,Solid,No,Yes,Purple,No,None,No
229,Robingoose #229,Honk honk,goose_0229.png,Goose,Purple,Yellow,Open,Black,Solid,Yes,Yes,Purple,No,None,No
230,Robingoose #230,Honk honk,goose_0230.png,Goose,White,Turquoise,Closed,Black,Solid,No,No,None,No,None,No
231,Robingoose #231,Honk honk,goose_0231.png,Goose,Lime,Sky Blue,Closed,Black,Solid,No,No,None,No,None,No
232,Robingoose #232,Honk honk,goose_0232.png,Goose,White,Green,Closed,Orange,Two Tone,No,No,None,No,None,Yes
233,Robingoose #233,Honk honk,goose_0233.png,Goose,Yellow,Orange,Open,Black,Solid,Yes,No,None,No,None,No
234,Robingoose #234,Honk honk,goose_0234.png,Goose,Coral,Orange,Open,Black,Solid,Yes,No,None,No,None,No
235,Robingoose #235,Honk honk,goose_0235.png,Goose,Yellow,Orange,Open,Turquoise,Two Tone,Yes,No,None,No,None,No
236,Robingoose #236,Honk honk,goose_0236.png,Goose,Sky Blue,Purple,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
237,Robingoose #237,Honk honk,goose_0237.png,Goose,Lime,Purple,Closed,Black,Solid,No,Yes,Lime,No,None,No
238,Robingoose #238,Honk honk,goose_0238.png,Goose,Green,Orange,Closed,Lime,Two Tone,No,Yes,Green,No,None,No
239,Robingoose #239,Honk honk,goose_0239.png,Goose,Yellow,Purple,Closed,Salmon,Two Tone,No,Yes,Yellow,No,None,Yes
240,Robingoose #240,Honk honk,goose_0240.png,Goose,Coral,Sky Blue,Closed,Black,Solid,No,Yes,Coral,No,None,No
241,Robingoose #241,Honk honk,goose_0241.png,Goose,Purple,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
242,Robingoose #242,Honk honk,goose_0242.png,Goose,Coral,Turquoise,Open,Black,Solid,No,No,None,No,None,No
243,Robingoose #243,Honk honk,goose_0243.png,Goose,Turquoise,Yellow,Closed,Black,Solid,No,Yes,Turquoise,No,None,No
244,Robingoose #244,Honk honk,goose_0244.png,Goose,Sky Blue,Orange,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
245,Robingoose #245,Honk honk,goose_0245.png,Goose,White,Yellow,Closed,Orange,Two Tone,No,Yes,White,No,None,No
246,Robingoose #246,Honk honk,goose_0246.png,Goose,Green,Turquoise,Open,Black,Solid,Yes,Yes,Green,No,None,No
247,Robingoose #247,Honk honk,goose_0247.png,Goose,White,Orange,Open,Black,Solid,Yes,Yes,Salmon,No,None,No
248,Robingoose #248,Honk honk,goose_0248.png,Goose,White,Green,Open,Black,Solid,No,Yes,White,No,None,No
249,Robingoose #249,Honk honk,goose_0249.png,Goose,Orange,Yellow,Closed,Black,Solid,No,No,None,No,None,No
250,Robingoose #250,Honk honk,goose_0250.png,Goose,Orange,Black,Open,Green,Solid,Yes,No,None,No,None,No
251,Robingoose #251,Honk honk,goose_0251.png,Goose,Purple,Yellow,Open,Green,Two Tone,No,No,None,Yes,Black,No
252,Robingoose #252,Honk honk,goose_0252.png,Goose,Orange,Yellow,Open,Black,Solid,No,No,None,No,None,No
253,Robingoose #253,Honk honk,goose_0253.png,Goose,White,Red,Open,Salmon,Two Tone,Yes,Yes,Turquoise,No,None,No
254,Robingoose #254,Honk honk,goose_0254.png,Goose,Red,Yellow,Closed,Turquoise,Two Tone,No,Yes,Orange,No,None,Yes
255,Robingoose #255,Honk honk,goose_0255.png,Goose,White,Coral,Closed,Black,Solid,No,Yes,Purple,No,None,No
256,Robingoose #256,Honk honk,goose_0256.png,Goose,Pink,Yellow,Open,Black,Solid,Yes,Yes,Blue,No,None,No
257,Robingoose #257,Honk honk,goose_0257.png,Goose,Purple,Red,Open,Lime,Two Tone,No,Yes,Purple,No,None,No
258,Robingoose #258,Honk honk,goose_0258.png,Goose,Red,Yellow,Open,Black,Solid,No,Yes,Red,No,None,No
259,Robingoose #259,Honk honk,goose_0259.png,Goose,White,Orange,Closed,Turquoise,Two Tone,No,Yes,Yellow,No,None,No
260,Robingoose #260,Honk honk,goose_0260.png,Goose,White,Yellow,Open,Black,Solid,Yes,Yes,White,No,None,No
261,Robingoose #261,Honk honk,goose_0261.png,Goose,White,Orange,Closed,Purple,Two Tone,No,No,None,Yes,Black,No
262,Robingoose #262,Honk honk,goose_0262.png,Goose,White,Blue,Closed,Black,Solid,No,Yes,White,No,None,No
263,Robingoose #263,Honk honk,goose_0263.png,Goose,Pink,Blue,Closed,Black,Solid,No,No,None,No,None,No
264,Robingoose #264,Honk honk,goose_0264.png,Goose,Orange,Red,Closed,Green,Two Tone,No,No,None,No,None,No
265,Robingoose #265,Honk honk,goose_0265.png,Goose,Black,Red,Open,Red,Solid,No,Yes,Lime,No,None,No
266,Robingoose #266,Honk honk,goose_0266.png,Goose,White,Black,Open,Salmon,Two Tone,Yes,No,None,No,None,No
267,Robingoose #267,Honk honk,goose_0267.png,Goose,Lime,Orange,Open,Black,Solid,Yes,No,None,No,None,No
268,Robingoose #268,Honk honk,goose_0268.png,Goose,Coral,Yellow,Closed,Purple,Two Tone,No,No,None,No,None,Yes
269,Robingoose #269,Honk honk,goose_0269.png,Goose,Lime,Orange,Open,Purple,Two Tone,No,Yes,Lime,No,None,No
270,Robingoose #270,Honk honk,goose_0270.png,Goose,Salmon,Turquoise,Closed,Black,Solid,No,Yes,Salmon,No,None,No
271,Robingoose #271,Honk honk,goose_0271.png,Goose,Lime,Pink,Closed,Black,Solid,No,No,None,No,None,No
272,Robingoose #272,Honk honk,goose_0272.png,Goose,Sky Blue,Blue,Closed,Salmon,Two Tone,No,No,None,No,None,Yes
273,Robingoose #273,Honk honk,goose_0273.png,Goose,White,Yellow,Open,Pink,Two Tone,No,Yes,White,No,None,No
274,Robingoose #274,Honk honk,goose_0274.png,Goose,Black,Pink,Open,White,Solid,No,No,None,No,None,No
275,Robingoose #275,Honk honk,goose_0275.png,Goose,Sky Blue,Orange,Closed,Pink,Two Tone,No,No,None,No,None,Yes
276,Robingoose #276,Honk honk,goose_0276.png,Goose,Sky Blue,Orange,Open,Salmon,Two Tone,Yes,No,None,No,None,No
277,Robingoose #277,Honk honk,goose_0277.png,Goose,Orange,Green,Closed,Black,Solid,No,Yes,Orange,No,None,No
278,Robingoose #278,Honk honk,goose_0278.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Green,No,None,No
279,Robingoose #279,Honk honk,goose_0279.png,Goose,White,Purple,Closed,Lime,Two Tone,No,No,None,No,None,No
280,Robingoose #280,Honk honk,goose_0280.png,Goose,Red,Orange,Open,Lime,Two Tone,No,Yes,Red,No,None,Yes
281,Robingoose #281,Honk honk,goose_0281.png,Goose,Sky Blue,Orange,Open,Black,Solid,Yes,No,None,No,None,No
282,Robingoose #282,Honk honk,goose_0282.png,Goose,White,Yellow,Open,Sky Blue,Two Tone,No,No,None,Yes,Black,No
283,Robingoose #283,Honk honk,goose_0283.png,Goose,Yellow,Sky Blue,Closed,Black,Solid,No,No,None,No,None,No
284,Robingoose #284,Honk honk,goose_0284.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Pink,No,None,No
285,Robingoose #285,Honk honk,goose_0285.png,Goose,Turquoise,Orange,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
286,Robingoose #286,Honk honk,goose_0286.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Salmon,No,None,No
287,Robingoose #287,Honk honk,goose_0287.png,Goose,White,Yellow,Closed,Sky Blue,Two Tone,No,Yes,White,No,None,No
288,Robingoose #288,Honk honk,goose_0288.png,Goose,Green,Yellow,Open,Black,Solid,No,Yes,Green,No,None,No
289,Robingoose #289,Honk honk,goose_0289.png,Goose,Purple,White,Open,Black,Solid,No,No,None,No,None,No
290,Robingoose #290,Honk honk,goose_0290.png,Goose,Yellow,Salmon,Closed,Black,Solid,No,No,None,No,None,No
291,Robingoose #291,Honk honk,goose_0291.png,Goose,Purple,Yellow,Open,Turquoise,Two Tone,No,No,None,No,None,No
292,Robingoose #292,Honk honk,goose_0292.png,Goose,Turquoise,Sky Blue,Closed,Yellow,Two Tone,No,No,None,Yes,Black,No
293,Robingoose #293,Honk honk,goose_0293.png,Goose,Pink,Purple,Closed,Black,Solid,No,No,None,No,None,No
294,Robingoose #294,Honk honk,goose_0294.png,Goose,Salmon,Orange,Closed,Black,Solid,No,Yes,Salmon,No,None,No
295,Robingoose #295,Honk honk,goose_0295.png,Goose,Purple,Salmon,Closed,Black,Solid,No,No,None,No,None,No
296,Robingoose #296,Honk honk,goose_0296.png,Goose,Black,Yellow,Open,Red,Solid,Yes,Yes,Black,No,None,No
297,Robingoose #297,Honk honk,goose_0297.png,Goose,Sky Blue,Lime,Open,Black,Solid,Yes,Yes,Sky Blue,No,None,No
298,Robingoose #298,Honk honk,goose_0298.png,Goose,Orange,Lime,Open,Coral,Two Tone,No,No,None,Yes,Black,No
299,Robingoose #299,Honk honk,goose_0299.png,Goose,Purple,Black,Closed,Turquoise,Two Tone,No,No,None,No,None,Yes
300,Robingoose #300,Honk honk,goose_0300.png,Goose,Pink,White,Open,Black,Solid,No,No,None,No,None,No
301,Robingoose #301,Honk honk,goose_0301.png,Goose,Orange,Lime,Open,Sky Blue,Two Tone,Yes,No,None,Yes,Black,No
302,Robingoose #302,Honk honk,goose_0302.png,Goose,Green,Orange,Closed,Black,Solid,No,Yes,Coral,No,None,No
303,Robingoose #303,Honk honk,goose_0303.png,Goose,Orange,White,Closed,Black,Solid,No,Yes,Orange,No,None,No
304,Robingoose #304,Honk honk,goose_0304.png,Goose,Purple,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
305,Robingoose #305,Honk honk,goose_0305.png,Goose,Black,Lime,Open,White,Solid,Yes,Yes,Orange,No,None,No
306,Robingoose #306,Honk honk,goose_0306.png,Goose,Green,Red,Open,Black,Solid,No,Yes,Green,No,None,No
307,Robingoose #307,Honk honk,goose_0307.png,Goose,Green,Orange,Closed,Black,Solid,No,No,None,No,None,No
308,Robingoose #308,Honk honk,goose_0308.png,Goose,White,Red,Closed,Turquoise,Two Tone,No,No,None,No,None,No
309,Robingoose #309,Honk honk,goose_0309.png,Goose,Black,Green,Closed,White,Solid,No,No,None,No,None,No
310,Robingoose #310,Honk honk,goose_0310.png,Goose,Red,Green,Closed,Black,Solid,No,Yes,Red,No,None,No
311,Robingoose #311,Honk honk,goose_0311.png,Goose,White,Turquoise,Open,Black,Solid,No,Yes,Orange,No,None,No
312,Robingoose #312,Honk honk,goose_0312.png,Goose,White,Orange,Open,Red,Two Tone,No,No,None,Yes,Yellow,No
313,Robingoose #313,Honk honk,goose_0313.png,Goose,White,Orange,Closed,Lime,Two Tone,No,No,None,Yes,Yellow,No
314,Robingoose #314,Honk honk,goose_0314.png,Goose,Yellow,Pink,Open,Coral,Two Tone,No,Yes,Yellow,No,None,No
315,Robingoose #315,Honk honk,goose_0315.png,Goose,Green,Orange,Open,Black,Solid,No,No,None,No,None,No
316,Robingoose #316,Honk honk,goose_0316.png,Goose,Purple,Black,Closed,Red,Solid,No,Yes,Purple,No,None,No
317,Robingoose #317,Honk honk,goose_0317.png,Goose,Lime,Purple,Open,White,Two Tone,No,Yes,Coral,No,None,No
318,Robingoose #318,Honk honk,goose_0318.png,Goose,Green,Salmon,Closed,Red,Two Tone,No,Yes,Green,No,None,No
319,Robingoose #319,Honk honk,goose_0319.png,Goose,Coral,Purple,Open,Black,Solid,Yes,Yes,Sky Blue,No,None,No
320,Robingoose #320,Honk honk,goose_0320.png,Goose,Turquoise,Orange,Closed,Black,Solid,No,No,None,No,None,No
321,Robingoose #321,Honk honk,goose_0321.png,Goose,White,Yellow,Open,Black,Solid,No,No,None,No,None,No
322,Robingoose #322,Honk honk,goose_0322.png,Goose,Black,Yellow,Open,White,Solid,No,No,None,No,None,No
323,Robingoose #323,Honk honk,goose_0323.png,Goose,Lime,Orange,Open,Black,Solid,No,No,None,No,None,No
324,Robingoose #324,Honk honk,goose_0324.png,Goose,Green,Pink,Closed,Black,Solid,No,No,None,No,None,No
325,Robingoose #325,Honk honk,goose_0325.png,Goose,Red,Sky Blue,Closed,Black,Solid,No,Yes,Blue,No,None,No
326,Robingoose #326,Honk honk,goose_0326.png,Goose,White,Turquoise,Open,Black,Solid,Yes,No,None,No,None,No
327,Robingoose #327,Honk honk,goose_0327.png,Goose,Green,Pink,Open,Black,Solid,No,Yes,Green,No,None,No
328,Robingoose #328,Honk honk,goose_0328.png,Goose,White,Purple,Open,Black,Solid,No,Yes,White,No,None,No
329,Robingoose #329,Honk honk,goose_0329.png,Goose,Lime,Orange,Closed,Black,Solid,No,Yes,Pink,No,None,No
330,Robingoose #330,Honk honk,goose_0330.png,Goose,Green,Turquoise,Open,Black,Solid,No,Yes,Green,No,None,No
331,Robingoose #331,Honk honk,goose_0331.png,Goose,Green,Yellow,Closed,Blue,Two Tone,No,No,None,No,None,No
332,Robingoose #332,Honk honk,goose_0332.png,Goose,White,Lime,Closed,Black,Solid,No,No,None,No,None,No
333,Robingoose #333,Honk honk,goose_0333.png,Goose,White,Red,Closed,Black,Solid,No,No,None,No,None,No
334,Robingoose #334,Honk honk,goose_0334.png,Goose,White,Black,Open,Red,Solid,No,No,None,No,None,No
335,Robingoose #335,Honk honk,goose_0335.png,Goose,Salmon,Yellow,Open,Coral,Two Tone,No,No,None,Yes,Black,No
336,Robingoose #336,Honk honk,goose_0336.png,Goose,Black,Lime,Open,White,Solid,No,Yes,Coral,No,None,No
337,Robingoose #337,Honk honk,goose_0337.png,Goose,Purple,Black,Open,Blue,Solid,No,Yes,Purple,No,None,No
338,Robingoose #338,Honk honk,goose_0338.png,Goose,White,Turquoise,Open,Black,Solid,Yes,Yes,White,No,None,No
339,Robingoose #339,Honk honk,goose_0339.png,Goose,Green,Yellow,Open,Black,Solid,Yes,Yes,Green,No,None,No
340,Robingoose #340,Honk honk,goose_0340.png,Goose,Turquoise,Yellow,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
341,Robingoose #341,Honk honk,goose_0341.png,Goose,Salmon,Lime,Open,Black,Solid,No,Yes,Salmon,No,None,No
342,Robingoose #342,Honk honk,goose_0342.png,Goose,Red,Pink,Open,Black,Solid,Yes,Yes,Red,No,None,No
343,Robingoose #343,Honk honk,goose_0343.png,Goose,Blue,Yellow,Open,Black,Solid,No,Yes,Blue,No,None,No
344,Robingoose #344,Honk honk,goose_0344.png,Goose,Yellow,Red,Open,Black,Solid,No,No,None,No,None,No
345,Robingoose #345,Honk honk,goose_0345.png,Goose,White,Coral,Closed,Yellow,Two Tone,No,No,None,No,None,No
346,Robingoose #346,Honk honk,goose_0346.png,Goose,White,Orange,Closed,Purple,Two Tone,No,No,None,No,None,No
347,Robingoose #347,Honk honk,goose_0347.png,Goose,White,Orange,Closed,Coral,Two Tone,No,No,None,No,None,No
348,Robingoose #348,Honk honk,goose_0348.png,Goose,White,Orange,Open,Black,Solid,No,Yes,White,No,None,No
349,Robingoose #349,Honk honk,goose_0349.png,Goose,White,Orange,Open,Black,Solid,Yes,No,None,No,None,No
350,Robingoose #350,Honk honk,goose_0350.png,Goose,Yellow,Orange,Closed,White,Two Tone,No,Yes,Yellow,No,None,Yes
351,Robingoose #351,Honk honk,goose_0351.png,Goose,White,Green,Open,Yellow,Two Tone,Yes,No,None,Yes,Yellow,No
352,Robingoose #352,Honk honk,goose_0352.png,Goose,Salmon,White,Open,Turquoise,Two Tone,Yes,No,None,Yes,Black,No
353,Robingoose #353,Honk honk,goose_0353.png,Goose,White,Blue,Open,Lime,Two Tone,No,Yes,White,No,None,No
354,Robingoose #354,Honk honk,goose_0354.png,Goose,Green,Yellow,Closed,Sky Blue,Two Tone,No,Yes,Green,No,None,No
355,Robingoose #355,Honk honk,goose_0355.png,Goose,Salmon,Orange,Open,Red,Two Tone,Yes,No,None,Yes,Yellow,No
356,Robingoose #356,Honk honk,goose_0356.png,Goose,Red,Coral,Closed,Black,Solid,No,No,None,No,None,No
357,Robingoose #357,Honk honk,goose_0357.png,Goose,Blue,Yellow,Closed,Black,Solid,No,Yes,Blue,No,None,No
358,Robingoose #358,Honk honk,goose_0358.png,Goose,Sky Blue,Orange,Closed,Black,Solid,No,Yes,Sky Blue,No,None,No
359,Robingoose #359,Honk honk,goose_0359.png,Goose,Orange,Blue,Open,Black,Solid,No,Yes,Orange,No,None,No
360,Robingoose #360,Honk honk,goose_0360.png,Goose,Yellow,Red,Closed,Black,Solid,No,Yes,Yellow,No,None,No
361,Robingoose #361,Honk honk,goose_0361.png,Goose,Salmon,Yellow,Closed,Black,Solid,No,No,None,No,None,No
362,Robingoose #362,Honk honk,goose_0362.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,White,No,None,No
363,Robingoose #363,Honk honk,goose_0363.png,Goose,Black,Orange,Open,Lime,Two Tone,No,Yes,Black,No,None,No
364,Robingoose #364,Honk honk,goose_0364.png,Goose,Sky Blue,Red,Open,Black,Solid,Yes,No,None,No,None,No
365,Robingoose #365,Honk honk,goose_0365.png,Goose,Orange,Lime,Open,Green,Two Tone,Yes,Yes,Coral,No,None,No
366,Robingoose #366,Honk honk,goose_0366.png,Goose,Black,Turquoise,Closed,Red,Two Tone,No,No,None,No,None,No
367,Robingoose #367,Honk honk,goose_0367.png,Goose,Turquoise,Coral,Closed,Black,Solid,No,Yes,Turquoise,No,None,No
368,Robingoose #368,Honk honk,goose_0368.png,Goose,Turquoise,Orange,Closed,Blue,Two Tone,No,Yes,Black,No,None,No
369,Robingoose #369,Honk honk,goose_0369.png,Goose,White,Orange,Closed,Turquoise,Two Tone,No,No,None,No,None,Yes
370,Robingoose #370,Honk honk,goose_0370.png,Goose,Green,Yellow,Open,Turquoise,Two Tone,No,No,None,Yes,Black,No
371,Robingoose #371,Honk honk,goose_0371.png,Goose,Red,Orange,Closed,Black,Solid,No,Yes,Lime,No,None,No
372,Robingoose #372,Honk honk,goose_0372.png,Goose,Sky Blue,Yellow,Closed,White,Two Tone,No,Yes,Sky Blue,No,None,No
373,Robingoose #373,Honk honk,goose_0373.png,Goose,Yellow,Orange,Open,Black,Solid,No,Yes,Blue,No,None,No
374,Robingoose #374,Honk honk,goose_0374.png,Goose,Pink,Black,Open,Purple,Solid,No,Yes,Pink,No,None,No
375,Robingoose #375,Honk honk,goose_0375.png,Goose,White,Orange,Closed,Salmon,Two Tone,No,Yes,White,No,None,No
376,Robingoose #376,Honk honk,goose_0376.png,Goose,White,Red,Open,Yellow,Two Tone,No,No,None,No,None,No
377,Robingoose #377,Honk honk,goose_0377.png,Goose,Sky Blue,Green,Closed,Black,Solid,No,No,None,No,None,No
378,Robingoose #378,Honk honk,goose_0378.png,Goose,Orange,Coral,Closed,Black,Solid,No,No,None,No,None,No
379,Robingoose #379,Honk honk,goose_0379.png,Goose,Blue,Yellow,Open,Black,Solid,No,No,None,No,None,No
380,Robingoose #380,Honk honk,goose_0380.png,Goose,Purple,Orange,Closed,Black,Solid,No,Yes,Purple,No,None,No
381,Robingoose #381,Honk honk,goose_0381.png,Goose,Green,Orange,Open,Black,Solid,No,Yes,Green,No,None,No
382,Robingoose #382,Honk honk,goose_0382.png,Goose,Yellow,Sky Blue,Open,Black,Solid,No,No,None,No,None,No
383,Robingoose #383,Honk honk,goose_0383.png,Goose,Green,Coral,Open,Black,Solid,No,Yes,Black,No,None,No
384,Robingoose #384,Honk honk,goose_0384.png,Goose,Red,Orange,Closed,Black,Solid,No,Yes,Red,No,None,No
385,Robingoose #385,Honk honk,goose_0385.png,Goose,Sky Blue,Yellow,Open,Black,Solid,No,No,None,No,None,No
386,Robingoose #386,Honk honk,goose_0386.png,Goose,Salmon,Coral,Open,Black,Solid,Yes,No,None,No,None,No
387,Robingoose #387,Honk honk,goose_0387.png,Goose,Red,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
388,Robingoose #388,Honk honk,goose_0388.png,Goose,Coral,Orange,Open,Black,Solid,No,No,None,No,None,No
389,Robingoose #389,Honk honk,goose_0389.png,Goose,Sky Blue,Yellow,Open,Black,Solid,Yes,Yes,Sky Blue,No,None,No
390,Robingoose #390,Honk honk,goose_0390.png,Goose,Red,Blue,Closed,Black,Solid,No,Yes,Red,No,None,No
391,Robingoose #391,Honk honk,goose_0391.png,Goose,Purple,Yellow,Closed,Green,Two Tone,No,No,None,No,None,No
392,Robingoose #392,Honk honk,goose_0392.png,Goose,Green,Orange,Open,White,Two Tone,Yes,No,None,No,None,No
393,Robingoose #393,Honk honk,goose_0393.png,Goose,Turquoise,Yellow,Open,Black,Solid,No,Yes,Turquoise,No,None,No
394,Robingoose #394,Honk honk,goose_0394.png,Goose,Yellow,Coral,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
395,Robingoose #395,Honk honk,goose_0395.png,Goose,Lime,Orange,Open,Black,Solid,Yes,No,None,No,None,No
396,Robingoose #396,Honk honk,goose_0396.png,Goose,Pink,Yellow,Open,Black,Solid,No,Yes,Pink,No,None,No
397,Robingoose #397,Honk honk,goose_0397.png,Goose,Pink,Orange,Closed,Black,Solid,No,Yes,Pink,No,None,No
398,Robingoose #398,Honk honk,goose_0398.png,Goose,Yellow,Orange,Closed,Salmon,Two Tone,No,No,None,No,None,Yes
399,Robingoose #399,Honk honk,goose_0399.png,Goose,Sky Blue,Turquoise,Open,Black,Solid,Yes,Yes,White,No,None,No
400,Robingoose #400,Honk honk,goose_0400.png,Goose,White,Green,Closed,Black,Solid,No,Yes,White,No,None,No
401,Robingoose #401,Honk honk,goose_0401.png,Goose,Lime,Turquoise,Closed,Black,Solid,No,Yes,Lime,No,None,No
402,Robingoose #402,Honk honk,goose_0402.png,Goose,Pink,Red,Closed,Black,Solid,No,No,None,No,None,No
403,Robingoose #403,Honk honk,goose_0403.png,Goose,White,Orange,Open,Red,Two Tone,Yes,No,None,No,None,No
404,Robingoose #404,Honk honk,goose_0404.png,Goose,Yellow,Coral,Open,Black,Solid,No,No,None,No,None,No
405,Robingoose #405,Honk honk,goose_0405.png,Goose,White,Orange,Closed,Yellow,Two Tone,No,No,None,No,None,Yes
406,Robingoose #406,Honk honk,goose_0406.png,Goose,Purple,Orange,Open,Black,Solid,No,Yes,Red,No,None,No
407,Robingoose #407,Honk honk,goose_0407.png,Goose,Lime,Green,Closed,Black,Solid,No,Yes,Lime,No,None,No
408,Robingoose #408,Honk honk,goose_0408.png,Goose,Turquoise,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
409,Robingoose #409,Honk honk,goose_0409.png,Goose,Sky Blue,Yellow,Closed,Black,Solid,No,No,None,No,None,No
410,Robingoose #410,Honk honk,goose_0410.png,Goose,Sky Blue,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
411,Robingoose #411,Honk honk,goose_0411.png,Goose,White,Orange,Open,Sky Blue,Two Tone,Yes,No,None,No,None,Yes
412,Robingoose #412,Honk honk,goose_0412.png,Goose,Turquoise,Black,Open,Sky Blue,Solid,No,Yes,Turquoise,No,None,No
413,Robingoose #413,Honk honk,goose_0413.png,Goose,Black,Yellow,Closed,Red,Solid,No,Yes,Black,No,None,No
414,Robingoose #414,Honk honk,goose_0414.png,Goose,White,Orange,Open,Black,Solid,Yes,Yes,Lime,No,None,No
415,Robingoose #415,Honk honk,goose_0415.png,Goose,White,Orange,Open,Black,Solid,Yes,Yes,White,No,None,No
416,Robingoose #416,Honk honk,goose_0416.png,Goose,White,Yellow,Open,Orange,Two Tone,Yes,No,None,No,None,No
417,Robingoose #417,Honk honk,goose_0417.png,Goose,Purple,Orange,Closed,Yellow,Two Tone,No,No,None,Yes,Black,No
